x coord, y coord, z coord, scalar
12.9255, 29.8413, -19.3081, 107652
31.0798, 23.4584, 20.3206, 49833.6
46.4975, 15.0042, 34.7911, 62331.1
29.6503, 20.0349, 16.3193, 50573.1
31.562, 32.1221, 10.8056, 57557.2
22.3942, 26.1803, 0.361574, 67091.5
25.6261, 5.23118, 49.98, 74504.2
21.4466, 17.7903, 13.9663, 56777.7
29.0495, 33.6258, 10.4025, 59488.1
24.1759, 8.28184, 49.8602, 73034.7
44.9906, 7.52221, 54.1648, 80317.9
25.5945, 18.1406, 6.68584, 58704.6
32.9499, 10.0752, 56.3027, 78314.4
22.9734, 29.8437, -1.81578, 71082.4
29.7131, 9.14294, 48.6057, 68454.1
26.3887, 13.5264, -1.36678, 71087.1
17.5203, 31.414, -3.48222, 77711.2
27.9129, 8.10088, 50.5172, 71829.9
34.156, 12.3673, 54.6452, 74703.1
42.0587, 13.0078, 60.8262, 87492.4
34.1605, 32.9617, 20.5725, 55102.6
27.9086, 12.2228, 2.55461, 66907.9
49.4147, 7.46899, 50.5204, 79610.5
19.6126, 29.6645, -1.5652, 72637.6
31.3886, 33.0628, 16.8491, 55604.4
22.0578, 4.58228, 51.4055, 79287
24.0934, 11.041, -0.821224, 73137.5
36.2333, 21.0642, 28.9739, 52328.6
32.4274, 32.7203, 14.417, 56254.2
19.0041, 32.6755, -7.92389, 84980.2
22.375, 15.2635, 13.1588, 57761.7
24.8873, 27.5996, -0.360897, 67407.9
27.396, 9.50832, -1.13518, 74142.2
12.2364, 34.7912, -17.1834, 108075
48.3679, 10.7284, 40.7569, 70567.3
16.786, 29.4529, -14.3669, 95610.9
19.4709, 28.6013, 0.476219, 69855.4
27.3546, 19.9793, 15.8673, 51117.4
31.5083, 8.36785, 49.9833, 70144.3
49.6748, 10.1997, 47.1734, 78321.6
25.3411, 12.7021, -1.91333, 72754
26.3756, 28.317, 2.14374, 64261.4
20.3035, 32.9834, -3.378, 76722.2
26.0525, 16.1561, 5.38486, 60775.7
41.9397, 14.4347, 59.9521, 85635.8
35.8802, 31.9629, 25.3455, 56052.9
39.0149, 21.7885, 32.436, 54905.2
26.2348, 10.1281, -1.55147, 74292.4
26.3766, 12.5761, 1.95323, 67523.3
37.2749, 31.576, 28.2522, 57306.8
18.5045, 33.2918, -10.5498, 89806.8
24.4857, 29.0075, 2.0386, 65264.7
39.0453, 23.4994, 28.9367, 53725.4
50.581, 7.38617, 49.4065, 79694.3
26.2443, 17.4232, 14.1201, 53053.7
22.7447, 29.0451, -1.22718, 69930.5
28.8272, 18.6296, 16.8269, 50942.6
13.1978, 28.2022, -17.5081, 103659
27.6536, 6.99754, 51.5806, 74382.4
20.6326, 1.92281, 52.5008, 83730.8
34.4099, 22.7148, 29.2985, 52148
29.0832, 34.3819, 8.21239, 61865.4
23.6122, 17.597, 5.8235, 60589.6
24.9056, 18.0504, 12.7025, 54660.9
22.2411, 6.9759, 48.3918, 73667.3
43.9681, 8.49743, 52.8549, 77051.2
50.1347, 12.1245, 39.7952, 70729.5
41.0995, 20.0233, 32.6707, 56142.1
17.9775, 0.883042, 52.2033, 86900
41.6819, 17.8725, 33.9046, 57423.5
32.8318, 34.5865, 17.7335, 57201.5
45.9859, 6.99408, 53.4889, 80636.3
40.6073, 29.8295, 27.956, 57735.7
38.0886, 34.3756, 21.4077, 58401.6
25.7065, 21.0172, 15.1038, 51831
24.1219, 20.0432, 15.0636, 52884.4
31.438, 10.4242, 56.6871, 78971
17.389, 31.8456, -1.51252, 75811.9
38.0186, 35.2253, 22.7434, 59327.2
30.6084, 33.305, 8.0801, 60882
21.3228, 6.18635, 52.9121, 79714.4
35.993, 32.044, 17.2082, 55667.6
45.9492, 7.05581, 54.7833, 82342.8
46.5546, 18.1047, 36.1843, 62339.8
11.3578, 33.717, -20.0746, 113894
